Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	IDHmut_4 Spectral Count	IDHmut_5 Spectral Count	IDHmut_6 Spectral Count	IDHwt_1 Spectral Count	IDHwt_2 Spectral Count	IDHwt_3 Spectral Count	IDHmut_4 Unique Spectral Count	IDHmut_5 Unique Spectral Count	IDHmut_6 Unique Spectral Count	IDHwt_1 Unique Spectral Count	IDHwt_2 Unique Spectral Count	IDHwt_3 Unique Spectral Count	IDHmut_4 Total Spectral Count	IDHmut_5 Total Spectral Count	IDHmut_6 Total Spectral Count	IDHwt_1 Total Spectral Count	IDHwt_2 Total Spectral Count	IDHwt_3 Total Spectral Count	IDHmut_4 Intensity	IDHmut_5 Intensity	IDHmut_6 Intensity	IDHwt_1 Intensity	IDHwt_2 Intensity	IDHwt_3 Intensity	IDHmut_4 MaxLFQ Intensity	IDHmut_5 MaxLFQ Intensity	IDHmut_6 MaxLFQ Intensity	IDHwt_1 MaxLFQ Intensity	IDHwt_2 MaxLFQ Intensity	IDHwt_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q14746|COG2_HUMAN	Q14746	COG2_HUMAN	COG2	738	Homo sapiens	1:Experimental evidence at protein level	Conserved oligomeric	1.0	0.999	9	11	11	11	1	1	0	2	6	1	1	1	0	2	6	1	1	1	0	2	6	1	8.9242944E7	0.0	0.0	4.6919128E7	1.57969984E8	3.262002E7	0.0	0.0	0.0	3.641494E7	4.9626736E7	0.0	
sp|Q14764|MVP_HUMAN	Q14764	MVP_HUMAN	MVP	893	Homo sapiens	1:Experimental evidence at protein level	Major vault protein	1.0	0.999	50	240	240	240	24	25	23	72	45	51	24	25	23	72	45	51	24	25	23	72	45	51	2.01820723E9	2.85436467E9	1.34697766E9	2.71862067E10	8.751998E9	1.38736855E10	2.91525632E8	3.71346208E8	2.08358016E8	1.93447539E9	8.1915072E8	1.34184064E9	
sp|Q14766|LTBP1_HUMAN	Q14766	LTBP1_HUMAN	LTBP1	1721	Homo sapiens	1:Experimental evidence at protein level	Latent-transforming growth factor beta-binding protein 1	1.0	0.999	9	10	10	10	0	0	0	9	0	1	0	0	0	9	0	1	0	0	0	9	0	1	0.0	0.0	0.0	6.719655E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14767|LTBP2_HUMAN	Q14767	LTBP2_HUMAN	LTBP2	1821	Homo sapiens	1:Experimental evidence at protein level	Latent-transforming growth factor beta-binding protein 2	1.0	0.999	7	7	7	7	1	1	0	5	0	0	1	1	0	5	0	0	1	1	0	5	0	0	0.0	2.37517488E8	0.0	2.07360144E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14789|GOGB1_HUMAN	Q14789	GOGB1_HUMAN	GOLGB1	3259	Homo sapiens	1:Experimental evidence at protein level	Golgin subfamily B member 1	1.0	0.999	31	49	49	50	1	3	2	20	8	15	1	3	2	20	8	15	1	3	2	21	8	15	0.0	2.8388308E7	0.0	7.73216E8	8.933324E7	5.00814784E8	0.0	0.0	0.0	1.71124576E8	7.8050672E7	1.09319792E8	
sp|Q14790|CASP8_HUMAN	Q14790	CASP8_HUMAN	CASP8	479	Homo sapiens	1:Experimental evidence at protein level	Caspase-8	1.0	0.999	3	3	3	3	0	0	0	2	0	1	0	0	0	2	0	1	0	0	0	2	0	1	0.0	0.0	0.0	1.8009394E7	0.0	3.7652988E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q147X3|NAA30_HUMAN	Q147X3	NAA30_HUMAN	NAA30	362	Homo sapiens	1:Experimental evidence at protein level	N-alpha-acetyltransferase 30	1.0	0.999	6	14	14	14	3	4	1	2	2	2	3	4	1	2	2	2	3	4	1	2	2	2	2.7000842E7	1.15541656E8	2.993327E7	9584498.0	1.6880892E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14814|MEF2D_HUMAN	Q14814	MEF2D_HUMAN	MEF2D	521	Homo sapiens	1:Experimental evidence at protein level	Myocyte-specific enhancer factor 2D	0.9772	0.999	2	1	1	2	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0.0	2.5100068E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14832|GRM3_HUMAN	Q14832	GRM3_HUMAN	GRM3	879	Homo sapiens	1:Experimental evidence at protein level	Metabotropic glutamate receptor 3	1.0	0.999	13	33	27	33	10	13	8	2	0	0	9	11	6	1	0	0	10	13	8	2	0	0	5.12285472E8	8.2258221E8	7.0152115E8	6.0977036E7	0.0	0.0	1.23913248E8	1.58599984E8	1.66380112E8	3.97223E7	0.0	0.0	
sp|Q14839|CHD4_HUMAN	Q14839	CHD4_HUMAN	CHD4	1912	Homo sapiens	1:Experimental evidence at protein level	Chromodomain-helicase-DNA-binding protein 4	1.0	0.999	48	143	82	143	12	21	16	29	42	23	6	12	10	16	26	12	12	21	16	29	42	23	2.12460704E8	9.1540698E8	2.93063744E8	1.40842829E9	2.25872128E9	1.07206528E9	7.1832152E7	1.06262752E8	5.9833864E7	1.62879104E8	1.75057552E8	1.17312976E8	
sp|Q14847|LASP1_HUMAN	Q14847	LASP1_HUMAN	LASP1	261	Homo sapiens	1:Experimental evidence at protein level	LIM and	1.0	0.999	19	130	130	130	22	18	27	26	17	20	22	18	27	26	17	20	22	18	27	26	17	20	3.35043763E9	3.75396557E9	5.2650604E9	4.6917494E9	3.91951949E9	4.16590234E9	9.9958368E8	1.33432691E9	1.3283497E9	1.26422426E9	1.41823296E9	1.22151386E9	
sp|Q14849|STAR3_HUMAN	Q14849	STAR3_HUMAN	STARD3	445	Homo sapiens	1:Experimental evidence at protein level	StAR-related lipid transfer protein 3	0.9773	0.999	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	5760621.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14894|CRYM_HUMAN	Q14894	CRYM_HUMAN	CRYM	314	Homo sapiens	1:Experimental evidence at protein level	Ketimine reductase mu-crystallin	1.0	0.999	22	142	142	142	30	45	32	9	9	17	30	45	32	9	9	17	30	45	32	9	9	17	5.5222932E9	1.21527132E10	7.0704799E9	7.1391507E8	3.1672352E8	1.61707328E9	8.6326534E8	1.5773399E9	9.4552838E8	2.71266624E8	8.97542E7	2.86651936E8	
sp|Q14914|PTGR1_HUMAN	Q14914	PTGR1_HUMAN	PTGR1	329	Homo sapiens	1:Experimental evidence at protein level	Prostaglandin reductase 1	1.0	0.999	13	97	97	97	18	18	9	13	24	15	18	18	9	13	24	15	18	18	9	13	24	15	1.47081229E9	1.54796992E9	4.73193344E8	1.45091814E9	3.15520333E9	1.29786957E9	5.07541376E8	5.10849056E8	2.76645888E8	3.97643328E8	7.4361274E8	5.09511808E8	
sp|Q14919|NC2A_HUMAN	Q14919	NC2A_HUMAN	DRAP1	205	Homo sapiens	1:Experimental evidence at protein level	Dr1-associated corepressor	1.0	0.999	4	18	18	18	3	2	2	3	5	3	3	2	2	3	5	3	3	2	2	3	5	3	1.36571824E8	4.927492E7	7.6988632E7	1.97754064E8	2.9325968E8	1.66817456E8	7.0555096E7	6.8648056E7	5.5940432E7	8.6795952E7	1.33019688E8	9.1589312E7	
sp|Q14938|NFIX_HUMAN	Q14938	NFIX_HUMAN	NFIX	502	Homo sapiens	1:Experimental evidence at protein level	Nuclear factor 1	1.0	0.999	6	22	18	22	2	4	2	5	7	2	2	4	2	3	6	1	2	4	2	5	7	2	1.06830784E8	1.33460432E8	5.2299632E7	2.96797248E8	2.25334736E8	1.59244864E8	7.5767328E7	5.8140176E7	0.0	7.2823584E7	9.6288888E7	0.0	
sp|Q14956|GPNMB_HUMAN	Q14956	GPNMB_HUMAN	GPNMB	572	Homo sapiens	1:Experimental evidence at protein level	Transmembrane glycoprotein	1.0	0.999	3	12	12	12	0	1	0	0	5	6	0	1	0	0	5	6	0	1	0	0	5	6	0.0	6.4520536E7	0.0	0.0	2.47813427E9	1.77175757E9	0.0	0.0	0.0	0.0	2.16462336E9	1.47738726E9	
sp|Q14966|ZN638_HUMAN	Q14966	ZN638_HUMAN	ZNF638	1978	Homo sapiens	1:Experimental evidence at protein level	Zinc finger protein 638	1.0	0.999	15	20	20	20	2	4	1	6	6	1	2	4	1	6	6	1	2	4	1	6	6	1	3.9255308E7	2191387.5	0.0	3.3829284E7	6.9487808E7	1.3272747E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14974|IMB1_HUMAN	Q14974	IMB1_HUMAN	KPNB1	876	Homo sapiens	1:Experimental evidence at protein level	Importin subunit beta-1	1.0	0.999	45	355	355	355	56	58	59	63	64	55	56	58	59	63	64	55	56	58	59	63	64	55	1.05555968E10	7.8549673E9	7.7730534E9	1.65665516E10	1.65544305E10	1.10938112E10	1.16469619E9	1.00106918E9	9.527936E8	1.42299213E9	1.52595046E9	1.09117798E9	
sp|Q14978|NOLC1_HUMAN	Q14978	NOLC1_HUMAN	NOLC1	699	Homo sapiens	1:Experimental evidence at protein level	Nucleolar and coiled-body phosphoprotein 1	1.0	0.999	6	21	21	21	4	6	3	4	2	2	4	6	3	4	2	2	4	6	3	4	2	2	1.78770928E8	1.75519312E8	9.3145904E7	8.3024408E7	8.9282592E7	7.0475856E7	6.8704376E7	4.4778804E7	5.2808704E7	4.430634E7	5.5160396E7	4.4979972E7	
sp|Q14980|NUMA1_HUMAN	Q14980	NUMA1_HUMAN	NUMA1	2115	Homo sapiens	1:Experimental evidence at protein level	Nuclear mitotic apparatus protein 1	1.0	0.999	94	370	366	370	65	49	41	61	75	79	65	49	41	59	75	77	65	49	41	61	75	79	4.08571392E9	1.90796326E9	1.81273907E9	4.471339E9	6.3446226E9	6.306602E9	1.80213408E8	1.31572472E8	1.37120496E8	2.13271056E8	2.9234816E8	3.04630848E8	
sp|Q14982|OPCM_HUMAN	Q14982	OPCM_HUMAN	OPCML	345	Homo sapiens	1:Experimental evidence at protein level	Opioid-binding protein/cell adhesion molecule	1.0	0.999	11	42	42	47	11	15	11	3	1	1	11	15	11	3	1	1	12	17	11	5	1	1	1.56839258E9	2.52265139E9	1.55670874E9	4.64217792E8	4.5703588E7	9.1262272E7	5.33740736E8	6.8615264E8	7.3084045E8	2.09737024E8	0.0	0.0	
sp|Q14997|PSME4_HUMAN	Q14997	PSME4_HUMAN	PSME4	1843	Homo sapiens	1:Experimental evidence at protein level	Proteasome activator complex subunit 4	1.0	0.999	4	9	9	9	0	2	0	3	2	2	0	2	0	3	2	2	0	2	0	3	2	2	0.0	4.7954844E7	0.0	4.2819688E7	5.0883368E7	3.847076E7	0.0	2.4611818E7	0.0	2.2223754E7	3.508184E7	0.0	
sp|Q14999|CUL7_HUMAN	Q14999	CUL7_HUMAN	CUL7	1698	Homo sapiens	1:Experimental evidence at protein level	Cullin-7	1.0	0.999	7	13	9	13	0	0	0	4	4	5	0	0	0	4	2	3	0	0	0	4	4	5	0.0	0.0	0.0	6.275794E7	1.2237504E8	1.38522688E8	0.0	0.0	0.0	3.7197728E7	4.901748E7	4.684656E7	
sp|Q14BN4|SLMAP_HUMAN	Q14BN4	SLMAP_HUMAN	SLMAP	828	Homo sapiens	1:Experimental evidence at protein level	Sarcolemmal membrane-associated protein	1.0	0.999	9	9	9	9	0	2	1	3	2	1	0	2	1	3	2	1	0	2	1	3	2	1	0.0	0.0	0.0	5.066148E7	5.1975796E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14C86|GAPD1_HUMAN	Q14C86	GAPD1_HUMAN	GAPVD1	1478	Homo sapiens	1:Experimental evidence at protein level	GTPase-activating protein and	1.0	0.999	27	84	84	84	13	16	16	12	17	10	13	16	16	12	17	10	13	16	16	12	17	10	4.2236368E8	9.6020838E8	1.05892403E9	5.36258208E8	1.00502842E9	3.32508096E8	1.23587144E8	1.63899648E8	1.8954536E8	1.10559616E8	1.58984976E8	1.33650856E8	
sp|Q14CX7|NAA25_HUMAN	Q14CX7	NAA25_HUMAN	NAA25	972	Homo sapiens	1:Experimental evidence at protein level	N-alpha-acetyltransferase 25,	1.0	0.999	6	10	10	10	1	1	1	4	3	0	1	1	1	4	3	0	1	1	1	4	3	0	1.3834994E7	2.7225086E7	0.0	1.37096544E8	1.16926032E8	0.0	0.0	0.0	0.0	4.62331E7	4.4772868E7	0.0	
sp|Q14CZ8|HECAM_HUMAN	Q14CZ8	HECAM_HUMAN	HEPACAM	416	Homo sapiens	1:Experimental evidence at protein level	Hepatocyte cell adhesion molecule	1.0	0.999	17	121	121	121	28	16	25	21	19	12	28	16	25	21	19	12	28	16	25	21	19	12	1.04262072E10	4.4102236E9	7.6148122E9	4.22817229E9	4.09374029E9	3.16313421E9	2.14875597E9	1.00595917E9	1.61736794E9	8.3230694E8	8.917495E8	9.6166534E8	
sp|Q15005|SPCS2_HUMAN	Q15005	SPCS2_HUMAN	SPCS2	226	Homo sapiens	1:Experimental evidence at protein level	Signal peptidase complex subunit 2	1.0	0.999	8	39	39	39	4	6	5	7	9	8	4	6	5	7	9	8	4	6	5	7	9	8	3.53015872E8	5.7695424E8	3.84092608E8	1.4466199E9	1.33104154E9	1.55442483E9	1.42578624E8	1.71435104E8	1.28454848E8	4.168496E8	3.50757408E8	3.38612832E8	
sp|Q15006|EMC2_HUMAN	Q15006	EMC2_HUMAN	EMC2	297	Homo sapiens	1:Experimental evidence at protein level	ER membrane protein complex subunit 2	1.0	0.999	9	24	24	24	2	2	7	3	6	4	2	2	7	3	6	4	2	2	7	3	6	4	1.74175712E8	1.30399312E8	2.68904576E8	4.08092096E8	3.99248128E8	3.29611424E8	1.0878428E8	0.0	1.14783304E8	1.9348336E8	1.69166192E8	2.2247344E8	
sp|Q15007|FL2D_HUMAN	Q15007	FL2D_HUMAN	WTAP	396	Homo sapiens	1:Experimental evidence at protein level	Pre-mRNA-splicing regulator WTAP	1.0	0.999	4	6	6	6	0	0	0	2	2	2	0	0	0	2	2	2	0	0	0	2	2	2	0.0	0.0	0.0	4.8576192E7	2.7391372E7	2.8829818E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q15008|PSMD6_HUMAN	Q15008	PSMD6_HUMAN	PSMD6	389	Homo sapiens	1:Experimental evidence at protein level	26S proteasome non-ATPase regulatory subunit 6	1.0	0.999	22	139	139	139	23	23	22	26	20	25	23	23	22	26	20	25	23	23	22	26	20	25	2.47451648E9	2.39456538E9	2.34730035E9	4.20722944E9	3.89081702E9	3.36449126E9	4.09590944E8	4.30127744E8	3.67531616E8	5.6435686E8	6.6980902E8	5.5451955E8	
sp|Q15011|HERP1_HUMAN	Q15011	HERP1_HUMAN	HERPUD1	391	Homo sapiens	1:Experimental evidence at protein level	Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 1 protein	0.9896	0.9988	2	3	3	3	0	0	0	2	0	1	0	0	0	2	0	1	0	0	0	2	0	1	0.0	0.0	0.0	2.2598828E7	0.0	2793320.5	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q15018|ABRX2_HUMAN	Q15018	ABRX2_HUMAN	ABRAXAS2	415	Homo sapiens	1:Experimental evidence at protein level	BRISC complex subunit Abraxas 2	1.0	0.999	11	24	24	24	5	8	4	1	4	2	5	8	4	1	4	2	5	8	4	1	4	2	9.3086296E7	1.76833488E8	1.08068872E8	4.3357876E7	3.065061E7	1.8067848E7	3.6709096E7	4.2566428E7	3.788114E7	0.0	3.3053472E7	0.0	
sp|Q15019|SEPT2_HUMAN	Q15019	SEPT2_HUMAN	SEPTIN2	361	Homo sapiens	1:Experimental evidence at protein level	Septin-2	1.0	0.999	34	274	274	282	42	38	57	42	54	41	42	38	57	42	54	41	43	40	60	43	55	41	1.68462909E10	1.08908442E10	1.64849121E10	1.82001992E10	2.07969505E10	1.37568891E10	2.94758656E9	2.37745638E9	3.26616013E9	3.35772058E9	4.07658189E9	2.70175488E9	
sp|Q15020|SART3_HUMAN	Q15020	SART3_HUMAN	SART3	963	Homo sapiens	1:Experimental evidence at protein level	Squamous cell carcinoma antigen recognized by T-cells 3	1.0	0.999	26	74	74	74	16	10	6	18	16	8	16	10	6	18	16	8	16	10	6	18	16	8	7.5644749E8	4.09689696E8	2.49207664E8	9.8421024E8	9.579616E8	6.7718432E8	1.362728E8	1.31406248E8	1.05909192E8	2.06408304E8	2.20464992E8	1.40603792E8	
sp|Q15021|CND1_HUMAN	Q15021	CND1_HUMAN	NCAPD2	1401	Homo sapiens	1:Experimental evidence at protein level	Condensin complex subunit 1	0.9776	0.999	1	2	2	2	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0.0	2730571.0	0.0	0.0	3994023.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q15022|SUZ12_HUMAN	Q15022	SUZ12_HUMAN	SUZ12	739	Homo sapiens	1:Experimental evidence at protein level	Polycomb protein	0.9749	0.9989	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.0	0.0	0.0	8333689.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q15024|EXOS7_HUMAN	Q15024	EXOS7_HUMAN	EXOSC7	291	Homo sapiens	1:Experimental evidence at protein level	Exosome complex component RRP42	1.0	0.999	4	6	6	6	1	0	0	1	1	3	1	0	0	1	1	3	1	0	0	1	1	3	5.2553004E7	0.0	0.0	5786042.0	5259702.5	8.8976816E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q15027|ACAP1_HUMAN	Q15027	ACAP1_HUMAN	ACAP1	740	Homo sapiens	1:Experimental evidence at protein level	Arf-GAP with coiled-coil, ANK repeat and	0.9995	0.9983	3	9	9	9	1	1	2	1	1	3	1	1	2	1	1	3	1	1	2	1	1	3	1.51902256E8	1.7872448E8	1.90877056E8	2.1599832E8	1.55974032E8	3.1300176E8	0.0	0.0	1.05580704E8	0.0	0.0	2.18618544E8	
sp|Q15029|U5S1_HUMAN	Q15029	U5S1_HUMAN	EFTUD2	972	Homo sapiens	1:Experimental evidence at protein level	116 kDa U5 small nuclear ribonucleoprotein component	1.0	0.999	40	150	150	154	19	23	13	30	37	28	19	23	13	30	37	28	20	23	14	30	38	29	1.11816602E9	1.37109811E9	7.7862477E8	3.2109911E9	4.6886072E9	3.13655757E9	2.3863712E8	2.3411624E8	1.44321536E8	4.99818464E8	5.32006016E8	5.05984448E8	
sp|Q15031|SYLM_HUMAN	Q15031	SYLM_HUMAN	LARS2	903	Homo sapiens	1:Experimental evidence at protein level	Leucine--tRNA ligase, mitochondrial	1.0	0.999	21	61	57	61	16	9	12	9	9	6	15	9	11	9	8	5	16	9	12	9	9	6	1.01715238E9	4.59236864E8	4.5602048E8	5.24046592E8	3.14448544E8	3.28462528E8	1.76693792E8	1.4731536E8	1.3641112E8	7.9949592E7	1.02030864E8	1.02495984E8	
sp|Q15036|SNX17_HUMAN	Q15036	SNX17_HUMAN	SNX17	470	Homo sapiens	1:Experimental evidence at protein level	Sorting nexin-17	1.0	0.999	12	53	53	53	11	9	7	7	9	10	11	9	7	7	9	10	11	9	7	7	9	10	4.7127504E8	4.66749568E8	3.68195744E8	3.51550912E8	3.34222976E8	5.5980762E8	1.33723656E8	1.36581504E8	1.08874976E8	1.0307444E8	1.636224E8	1.6853264E8	
sp|Q15041|AR6P1_HUMAN	Q15041	AR6P1_HUMAN	ARL6IP1	203	Homo sapiens	1:Experimental evidence at protein level	ADP-ribosylation factor-like protein 6-interacting protein 1	1.0	0.999	3	28	28	28	4	5	5	5	5	4	4	5	5	5	5	4	4	5	5	5	5	4	2.7803136E8	6.2869939E8	3.42292448E8	2.78110592E8	2.3827768E8	1.91140304E8	1.5639568E8	1.54014816E8	2.12302064E8	1.64716656E8	1.7312832E8	2.15295504E8	
sp|Q15042|RB3GP_HUMAN	Q15042	RB3GP_HUMAN	RAB3GAP1	981	Homo sapiens	1:Experimental evidence at protein level	Rab3	1.0	0.999	30	94	94	94	16	16	17	17	14	14	16	16	17	17	14	14	16	16	17	17	14	14	7.402832E8	5.9284691E8	6.008535E8	9.533689E8	8.0622976E8	6.6069382E8	1.08768376E8	1.04475496E8	1.06732936E8	1.23143608E8	1.19586912E8	1.12962616E8	
sp|Q15043|S39AE_HUMAN	Q15043	S39AE_HUMAN	SLC39A14	492	Homo sapiens	1:Experimental evidence at protein level	Metal cation symporter ZIP14	1.0	0.999	4	11	11	11	2	1	1	1	2	4	2	1	1	1	2	4	2	1	1	1	2	4	2.14559488E8	7.649944E7	0.0	1.17797608E8	9.7933328E7	5.6772326E8	1.07356192E8	0.0	0.0	0.0	9.1687624E7	2.57724688E8	
sp|Q15046|SYK_HUMAN	Q15046	SYK_HUMAN	KARS1	597	Homo sapiens	1:Experimental evidence at protein level	Lysine--tRNA ligase	1.0	0.999	26	125	125	125	14	24	14	30	24	19	14	24	14	30	24	19	14	24	14	30	24	19	9.8512416E8	2.03540762E9	9.1544506E8	3.77804646E9	2.40597939E9	2.28829824E9	2.68330016E8	2.66067184E8	2.04478336E8	4.0196032E8	4.10560256E8	3.62673728E8	
sp|Q15047|SETB1_HUMAN	Q15047	SETB1_HUMAN	SETDB1	1291	Homo sapiens	1:Experimental evidence at protein level	Histone-lysine	0.9958	0.9985	2	2	2	2	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0.0	0.0	0.0	1.739738E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q15048|LRC14_HUMAN	Q15048	LRC14_HUMAN	LRRC14	493	Homo sapiens	1:Experimental evidence at protein level	Leucine-rich repeat-containing protein 14	0.9967	0.999	3	8	8	8	1	1	2	2	2	0	1	1	2	2	2	0	1	1	2	2	2	0	2.9282814E7	2.1984744E7	6.6477656E7	1.6488793E7	4.5432684E7	0.0	0.0	0.0	4.3430292E7	0.0	2.7770866E7	0.0	
sp|Q15049|MLC1_HUMAN	Q15049	MLC1_HUMAN	MLC1	377	Homo sapiens	1:Experimental evidence at protein level	Membrane protein MLC1	1.0	0.999	11	56	56	56	9	15	15	6	6	5	9	15	15	6	6	5	9	15	15	6	6	5	1.41037568E9	1.19436736E9	2.47932672E9	1.73865392E8	3.9273568E8	2.88904448E8	6.5882035E8	4.96596288E8	7.6647053E8	1.2174584E8	1.0270324E8	2.32741584E8	
sp|Q15050|RRS1_HUMAN	Q15050	RRS1_HUMAN	RRS1	365	Homo sapiens	1:Experimental evidence at protein level	Ribosome biofeaturesis regulatory protein homolog	1.0	0.999	3	15	15	15	1	3	4	3	3	1	1	3	4	3	3	1	1	3	4	3	3	1	5.2384932E7	6.7666096E7	7.5693256E7	5.2388232E7	8.6730248E7	9.0401376E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q15052|ARHG6_HUMAN	Q15052	ARHG6_HUMAN	ARHGEF6	776	Homo sapiens	1:Experimental evidence at protein level	Rho guanine nucleotide exchange factor 6	1.0	0.999	20	50	50	61	9	5	5	14	7	10	9	5	5	14	7	10	10	7	7	16	9	12	5.0608096E8	3.62571232E8	3.75801984E8	9.2156992E8	6.4621888E8	1.02092211E9	1.62972096E8	1.39833824E8	1.32331016E8	3.05654784E8	2.61630272E8	3.37846784E8	
sp|Q15054|DPOD3_HUMAN	Q15054	DPOD3_HUMAN	POLD3	466	Homo sapiens	1:Experimental evidence at protein level	DNA polymerase delta subunit 3	0.9774	0.999	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q15056|IF4H_HUMAN	Q15056	IF4H_HUMAN	EIF4H	248	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 4H	1.0	0.999	14	107	107	107	12	19	18	19	18	21	12	19	18	19	18	21	12	19	18	19	18	21	2.80310195E9	3.63815885E9	2.9272233E9	5.5689974E9	4.5987359E9	4.4637588E9	9.3042624E8	9.2036493E8	7.6416051E8	1.36081306E9	1.08296474E9	9.8087123E8	
sp|Q15057|ACAP2_HUMAN	Q15057	ACAP2_HUMAN	ACAP2	778	Homo sapiens	1:Experimental evidence at protein level	Arf-GAP with coiled-coil, ANK repeat and	1.0	0.999	10	19	19	19	1	7	2	4	4	1	1	7	2	4	4	1	1	7	2	4	4	1	1.5014065E7	1.60377104E8	8766760.0	4.2515128E7	1.16762144E8	6158823.5	0.0	4.9804712E7	0.0	3.7964756E7	5.8353636E7	0.0	
sp|Q15059|BRD3_HUMAN	Q15059	BRD3_HUMAN	BRD3	726	Homo sapiens	1:Experimental evidence at protein level	Bromodomain-containing protein 3	1.0	0.999	5	6	6	15	1	2	1	1	1	0	1	2	1	1	1	0	2	4	1	3	3	2	2.1361588E7	2.9862078E7	2.371575E7	2.6395658E7	5952701.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q15061|WDR43_HUMAN	Q15061	WDR43_HUMAN	WDR43	677	Homo sapiens	1:Experimental evidence at protein level	WD repeat-containing protein 43	1.0	0.999	4	6	6	6	0	1	0	4	0	1	0	1	0	4	0	1	0	1	0	4	0	1	0.0	2.709448E7	0.0	1.42862816E8	0.0	6.0036264E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q15063|POSTN_HUMAN	Q15063	POSTN_HUMAN	POSTN	836	Homo sapiens	1:Experimental evidence at protein level	Periostin	1.0	0.999	47	181	181	181	0	0	0	100	55	26	0	0	0	100	55	26	0	0	0	100	55	26	0.0	0.0	0.0	4.5153903E10	1.12012145E10	2.56748774E9	0.0	0.0	0.0	4.6536904E9	1.25714957E9	3.27626464E8	
sp|Q15067|ACOX1_HUMAN	Q15067	ACOX1_HUMAN	ACOX1	660	Homo sapiens	1:Experimental evidence at protein level	Peroxisomal acyl-coenzyme A oxidase 1	1.0	0.999	25	82	82	82	6	11	18	15	16	16	6	11	18	15	16	16	6	11	18	15	16	16	5.5375699E8	5.19380064E8	1.03321402E9	6.2588429E8	9.8085408E8	1.54170637E9	2.5061888E8	1.84515424E8	2.77653664E8	2.4227928E8	3.3935216E8	3.80863456E8	
sp|Q15070|OXA1L_HUMAN	Q15070	OXA1L_HUMAN	OXA1L	435	Homo sapiens	1:Experimental evidence at protein level	Mitochondrial inner membrane protein	1.0	0.999	4	10	10	10	1	1	2	3	1	2	1	1	2	3	1	2	1	1	2	3	1	2	4.7640212E7	5.3891252E7	9.6255136E7	1.4878304E8	0.0	1.8231192E8	0.0	0.0	6.1905496E7	5.2756964E7	0.0	1.09400416E8	
sp|Q15075|EEA1_HUMAN	Q15075	EEA1_HUMAN	EEA1	1411	Homo sapiens	1:Experimental evidence at protein level	Early endosome antigen 1	1.0	0.999	60	213	213	213	28	29	23	43	52	38	28	29	23	43	52	38	28	29	23	43	52	38	1.85309069E9	2.13728794E9	1.11336909E9	4.10102067E9	5.3565107E9	3.4725033E9	1.80590656E8	1.87570864E8	1.46005952E8	2.89892064E8	3.5793968E8	2.81097088E8	
sp|Q15080|NCF4_HUMAN	Q15080	NCF4_HUMAN	NCF4	339	Homo sapiens	1:Experimental evidence at protein level	Neutrophil cytosol factor 4	1.0	0.999	12	19	19	19	0	0	0	2	5	12	0	0	0	2	5	12	0	0	0	2	5	12	0.0	0.0	0.0	7.0658448E7	1.86949744E8	8.0972557E8	0.0	0.0	0.0	6.8179264E7	7.56182E7	1.38025856E8	
